user_id,daily_active_minutes,posts_per_week,stories_per_week,avg_likes_received,avg_comments_received,profile_completeness_percent,friends_count,groups_joined,events_rsvp,pages_liked,ads_clicked_per_month,account_age_days,login_streak_days,device_type,country
USR002295,37.9,3.3,6.6,164.0,1.7,40.9,9,44,15,88,19,3451,259,Mobile,Germany
USR002296,38.0,2.5,6.2,21.0,10.0,88.7,72,42,44,321,62,970,69,Mobile,UK
USR002297,107.2,1.3,7.7,5.0,0.5,83.5,93,6,12,16,60,1068,157,Mobile,USA
USR002298,63.5,3.5,8.8,32.2,0.6,27.6,19,20,7,111,43,2537,80,Mobile,Brazil
USR002299,2.7,7.1,16.6,13.7,0.6,56.7,503,43,60,480,61,3055,141,Tablet,Germany
USR002300,51.8,3.9,5.1,38.1,3.1,28.4,50,31,49,100,19,2920,232,Mobile,Germany
USR002301,7.8,0.9,12.3,51.7,0.7,95.5,83,17,8,210,66,1275,352,Mobile,India
USR002302,39.1,0.1,1.1,14.2,3.3,49.1,253,32,62,351,22,1365,140,Mobile,USA
USR002303,47.5,2.8,0.5,13.3,1.3,66.2,86,16,41,202,45,2641,162,Desktop,Germany
USR002304,76.8,13.1,7.9,29.5,22.3,57.2,89,10,57,172,83,1127,223,Mobile,Australia
USR002305,60.1,8.3,5.1,217.4,15.4,25.2,218,49,28,131,84,722,59,Mobile,USA
USR002306,7.0,7.2,0.8,4.8,1.4,39.8,55,10,61,370,78,2108,85,Mobile,India
USR002307,40.0,0.5,4.1,28.2,2.0,24.7,1,27,29,88,73,2299,185,Mobile,USA
USR002308,52.7,12.2,0.6,20.3,23.0,44.0,356,37,45,131,54,234,194,Desktop,Japan
USR002309,32.1,9.3,5.2,131.1,5.5,70.3,45,22,90,349,47,523,127,Mobile,USA
USR002310,129.4,27.2,3.0,54.3,9.9,23.0,570,33,96,128,42,688,54,Desktop,UK
USR002311,261.0,4.2,2.4,21.9,15.3,24.9,294,3,13,47,23,3588,97,Mobile,USA
USR002312,122.1,1.6,1.4,6.8,5.9,93.4,252,45,78,320,51,202,294,Mobile,USA
USR002313,6.6,1.3,8.3,19.1,13.3,46.0,107,3,70,54,39,435,85,Mobile,Australia
USR002314,113.9,0.6,21.1,1.5,6.6,34.2,14,8,0,130,88,970,33,Desktop,Germany
USR002315,18.3,10.5,0.4,9.0,4.0,52.3,506,21,11,12,65,752,331,Mobile,Brazil
USR002316,3.4,1.0,10.7,43.6,13.1,20.8,452,44,86,206,17,51,38,Mobile,USA
USR002317,59.3,4.5,3.7,3.2,33.3,90.1,107,15,63,312,75,1020,9,Tablet,India
USR002318,95.3,5.6,8.6,2.1,52.5,77.2,118,15,42,140,6,2103,239,Mobile,India
USR002319,110.1,0.0,0.9,2.8,29.3,62.7,232,9,84,191,6,1734,8,Mobile,USA
USR002320,20.6,1.2,14.6,39.3,12.0,29.0,35,12,85,491,18,1159,341,Mobile,Australia
USR002321,23.2,2.0,4.8,43.7,4.8,26.1,308,5,71,389,87,2428,75,Mobile,India
USR002322,61.7,5.8,1.4,59.3,7.8,70.0,615,9,16,19,34,3057,350,Mobile,Brazil
USR002323,4.6,1.1,5.2,10.1,11.0,59.8,95,32,34,124,12,542,281,Desktop,Brazil
USR002324,15.4,0.3,16.9,36.6,1.8,43.9,291,8,66,477,34,109,77,Mobile,USA
USR002325,61.1,0.3,8.2,0.3,17.8,93.7,3,20,62,429,44,3067,312,Desktop,UK
USR002326,25.2,10.3,16.9,54.0,6.6,83.5,30,37,71,477,15,2856,356,Mobile,Australia
USR002327,5.9,3.0,5.6,65.3,0.0,80.5,198,48,90,371,59,2342,350,Desktop,Germany
USR002328,33.4,3.1,3.1,57.5,8.0,29.0,613,40,18,227,52,2784,27,Mobile,UK
USR002329,66.8,5.3,12.1,25.3,17.4,78.2,393,10,23,426,25,2483,36,Mobile,Japan
USR002330,161.8,0.2,5.2,11.8,26.5,97.5,232,21,64,113,84,1621,208,Mobile,India
USR002331,29.3,1.6,3.6,121.3,33.4,23.2,8,46,77,451,12,1529,16,Desktop,India
USR002332,48.4,8.9,5.5,29.6,16.8,44.0,286,25,10,209,35,1794,30,Mobile,USA
USR002333,110.5,3.1,5.2,61.9,1.8,78.4,59,11,69,373,99,2870,23,Tablet,UK
USR002334,76.0,4.7,0.2,27.2,12.0,23.2,544,43,88,196,94,108,364,Tablet,India
USR002335,12.8,1.9,6.7,22.7,29.1,73.3,355,22,30,296,28,1586,363,Desktop,Japan
USR002336,81.5,8.6,3.4,10.3,8.2,71.2,725,30,23,162,99,1771,96,Desktop,UK
USR002337,25.1,1.3,3.0,9.2,18.9,75.7,142,15,68,299,48,2878,156,Mobile,Germany
USR002338,46.6,6.7,1.1,14.2,10.3,40.8,23,43,92,374,60,411,188,Mobile,Germany
USR002339,4.9,8.7,24.1,14.3,6.1,39.6,111,15,61,399,72,1586,175,Mobile,India
USR002340,251.5,9.0,6.4,17.3,45.3,93.6,39,38,70,425,40,2671,161,Mobile,Japan
USR002341,1.3,4.8,2.3,100.6,2.1,95.6,91,21,97,183,47,3206,311,Mobile,Japan
USR002342,246.4,11.9,4.5,45.1,50.7,21.0,418,49,8,477,70,1361,80,Desktop,Japan
USR002343,63.2,9.6,0.8,170.1,11.7,33.9,472,23,28,71,0,1953,291,Desktop,Brazil
USR002344,47.9,13.9,12.7,71.0,6.7,51.1,403,16,23,496,15,722,82,Mobile,UK
USR002345,151.1,8.4,8.6,63.1,1.3,45.9,241,3,22,182,22,3544,71,Mobile,UK
USR002346,98.8,0.1,40.0,14.3,9.1,22.7,26,13,91,471,17,2470,176,Mobile,India
USR002347,89.6,3.4,7.4,2.5,9.6,38.2,335,44,54,29,52,2769,129,Mobile,Australia
USR002348,1.0,4.1,3.9,40.0,15.6,47.2,49,37,51,179,79,990,347,Desktop,Brazil
USR002349,67.1,6.8,22.3,14.8,4.9,44.8,140,39,96,144,92,2796,112,Mobile,India
USR002350,239.5,16.9,0.3,68.5,8.4,65.6,39,40,79,475,24,780,173,Mobile,Japan
USR002351,35.6,6.1,3.4,81.3,5.4,25.5,90,44,5,372,30,3246,35,Mobile,Australia
USR002352,65.6,4.4,1.2,95.8,16.7,51.5,71,40,62,106,96,1599,137,Mobile,India
USR002353,90.3,6.2,0.4,6.4,5.3,60.5,369,41,53,350,26,1694,159,Mobile,UK
USR002354,84.9,1.5,4.3,30.1,25.6,69.4,272,24,29,298,0,127,295,Mobile,Brazil
USR002355,34.5,5.8,13.8,55.9,4.8,60.6,256,11,83,109,26,2075,248,Mobile,Japan
USR002356,8.4,0.8,15.2,12.1,27.0,75.2,183,45,2,86,91,1746,129,Mobile,Brazil
USR002357,78.1,2.7,3.4,71.3,23.5,79.1,30,46,51,458,65,1078,320,Tablet,Germany
USR002358,34.8,0.5,4.9,15.2,11.9,81.5,168,45,0,356,57,1697,319,Mobile,Australia
USR002359,121.6,3.2,11.0,39.9,10.7,23.3,78,31,47,60,49,1126,244,Mobile,USA
USR002360,15.2,0.9,1.0,17.4,60.3,55.0,8,21,56,131,38,1184,343,Desktop,Japan
USR002361,139.2,0.1,2.2,116.5,40.4,32.5,7,31,59,287,73,2016,251,Mobile,Japan
USR002362,68.3,3.5,1.0,9.4,2.1,82.3,65,33,3,338,44,2141,74,Mobile,Germany
USR002363,36.2,14.4,1.7,21.6,4.3,91.4,77,40,74,134,92,2243,302,Mobile,Australia
USR002364,24.2,3.3,7.4,44.5,10.8,79.3,143,15,96,383,12,1303,21,Mobile,India
USR002365,68.4,2.8,11.3,115.4,11.3,37.2,549,45,35,400,85,1003,9,Mobile,USA
USR002366,25.2,15.2,40.5,91.6,5.4,86.2,55,13,51,205,45,528,210,Mobile,UK
USR002367,80.7,1.0,3.7,23.4,0.6,78.8,292,26,50,116,98,430,13,Mobile,UK
USR002368,41.7,4.7,6.6,1.3,24.1,92.2,10,9,70,427,8,2406,330,Mobile,Japan
USR002369,222.2,15.6,30.2,10.5,43.1,96.5,75,32,79,341,77,2543,301,Mobile,Brazil
USR002370,4.6,11.2,1.8,17.8,2.9,79.6,806,33,65,166,37,518,139,Tablet,USA
USR002371,32.9,2.1,1.6,32.0,7.7,31.5,620,40,40,368,37,3440,333,Tablet,Japan
USR002372,79.9,0.4,5.1,3.2,12.8,75.6,23,5,20,25,43,2438,355,Mobile,USA
USR002373,28.4,0.2,1.1,4.1,13.4,87.3,164,45,40,470,12,583,245,Mobile,India
USR002374,63.9,11.5,10.4,76.5,0.7,95.1,694,27,78,340,11,3516,348,Mobile,India
USR002375,47.5,12.0,50.8,75.6,7.5,56.7,51,2,39,288,61,1840,144,Desktop,India
USR002376,83.7,6.2,0.3,44.4,29.5,31.0,123,24,0,9,89,3399,333,Mobile,Japan
USR002377,58.9,6.9,2.8,59.7,0.0,56.9,369,32,19,92,95,2597,358,Tablet,UK
USR002378,70.0,5.4,13.0,7.4,12.2,27.9,292,35,89,319,81,1768,54,Mobile,UK
USR002379,17.7,1.6,3.6,25.5,24.7,59.6,224,29,86,45,77,2865,236,Mobile,Australia
USR002380,62.9,1.2,10.4,36.5,16.6,52.8,81,44,74,492,9,3196,354,Mobile,Australia
USR002381,13.6,4.9,0.2,37.2,6.8,59.7,24,31,81,279,54,1546,192,Mobile,Japan
USR002382,66.2,0.9,9.0,44.8,2.5,36.6,213,33,71,299,65,96,260,Mobile,USA
USR002383,27.1,1.3,3.0,34.5,8.1,85.1,57,8,12,451,13,2393,235,Mobile,UK
USR002384,107.0,0.4,8.3,68.6,6.7,25.8,141,26,56,469,76,139,150,Mobile,Australia
USR002385,58.2,0.7,2.8,1.5,3.9,43.1,73,17,14,184,67,2706,307,Mobile,Brazil
USR002386,17.6,1.3,3.0,3.7,2.1,33.3,111,38,26,239,63,1825,310,Mobile,Brazil
USR002387,8.1,21.9,11.7,25.0,1.6,85.6,15,30,67,475,75,2802,336,Mobile,Australia
USR002388,58.8,5.8,20.5,56.2,1.3,86.5,114,10,76,418,87,1536,333,Mobile,USA
USR002389,229.7,4.6,3.6,81.5,13.9,97.9,90,46,58,6,83,3523,277,Mobile,Japan
USR002390,48.7,5.7,4.7,26.2,13.8,46.5,259,10,7,477,85,529,159,Mobile,Brazil
USR002391,80.3,1.3,1.0,22.5,2.8,28.9,144,34,70,363,82,2940,313,Mobile,UK
USR002392,125.3,8.0,6.2,3.1,18.0,27.7,406,32,96,198,69,818,175,Mobile,Australia
USR002393,4.7,10.4,5.1,64.9,7.3,42.4,0,20,31,174,60,1137,148,Mobile,Brazil
USR002394,124.5,13.4,17.2,60.5,15.1,99.3,120,27,93,5,7,3193,353,Mobile,India
USR002395,57.5,11.0,0.3,25.0,39.2,65.4,74,36,90,280,50,1139,184,Mobile,India
USR002396,36.7,1.1,18.4,41.9,0.9,27.9,365,12,53,70,40,3186,264,Mobile,Australia
USR002397,8.3,8.0,5.7,6.6,7.2,75.8,392,19,22,434,40,1420,207,Mobile,USA
USR002398,14.9,3.7,11.6,70.7,5.2,88.7,29,15,19,318,35,2054,65,Mobile,Japan
USR002399,18.8,3.0,2.8,75.1,19.3,95.9,6,6,92,158,34,2516,190,Tablet,Germany
USR002400,9.9,9.0,3.0,49.5,2.6,58.9,92,35,14,411,9,1601,287,Mobile,Australia
USR002401,33.0,3.4,6.9,15.2,5.9,35.6,296,40,7,28,70,723,221,Mobile,USA
USR002402,30.5,2.3,4.3,26.9,1.0,96.9,696,24,13,27,95,3343,64,Mobile,Japan
USR002403,39.0,8.9,12.4,24.3,28.9,26.1,30,7,13,425,8,3304,118,Mobile,Australia
USR002404,116.2,5.0,7.9,24.6,10.4,98.8,503,41,70,315,1,2382,162,Mobile,USA
USR002405,124.6,2.2,1.4,19.2,12.9,26.4,104,45,75,211,89,1945,146,Mobile,UK
USR002406,1.5,4.8,6.4,46.4,7.8,50.6,359,30,2,29,77,1817,258,Mobile,USA
USR002407,23.1,0.2,25.3,31.4,34.4,58.9,271,49,51,488,79,1699,19,Mobile,India
USR002408,7.7,6.2,3.6,9.3,1.7,95.7,780,25,21,255,36,2252,345,Mobile,USA
USR002409,91.8,1.7,4.3,8.8,1.2,70.0,195,41,82,430,36,1174,180,Mobile,Australia
USR002410,55.9,2.3,3.7,6.9,5.3,57.8,577,42,47,259,1,616,335,Tablet,Germany
USR002411,143.4,0.4,8.4,106.2,20.5,20.1,172,35,48,63,84,1035,143,Mobile,Japan
USR002412,69.2,0.1,8.3,62.6,4.0,70.7,85,2,95,104,7,1387,225,Desktop,USA
USR002413,16.4,2.5,15.2,1.4,24.5,56.1,54,25,5,244,0,1631,306,Mobile,India
USR002414,32.1,6.6,9.0,29.5,8.8,94.8,312,8,7,381,83,2569,150,Mobile,Brazil
USR002415,140.3,6.3,6.8,28.4,9.8,26.4,632,34,13,54,42,517,38,Mobile,Australia
USR002416,67.1,7.8,2.3,6.3,14.2,99.7,109,44,33,12,61,399,153,Mobile,Japan
USR002417,95.6,0.6,6.8,21.2,3.7,52.9,113,9,38,78,18,501,253,Desktop,Brazil
USR002418,20.7,2.3,7.5,68.8,22.2,93.2,303,20,29,194,75,3566,257,Desktop,Germany
USR002419,54.0,3.8,3.6,40.5,0.6,74.4,237,10,93,58,18,2603,334,Mobile,Germany
USR002420,347.1,10.9,31.0,119.5,13.0,88.2,643,26,20,169,27,3061,32,Desktop,Germany
USR002421,209.3,0.7,2.8,3.7,12.7,45.3,57,11,67,150,27,2600,223,Mobile,Australia
USR002422,149.7,1.9,10.7,16.4,1.8,77.6,690,36,80,3,91,1872,113,Desktop,India
USR002423,1.0,8.8,21.6,13.4,10.6,59.1,868,47,26,154,25,2341,364,Mobile,Brazil
USR002424,81.3,2.1,2.9,13.8,6.9,61.6,572,18,20,235,18,2569,350,Desktop,Japan
USR002425,108.7,12.6,7.5,4.6,15.2,98.1,510,9,90,372,92,2050,343,Mobile,Australia
USR002426,64.3,0.9,10.1,32.6,4.6,49.8,150,17,37,238,6,1637,297,Mobile,USA
USR002427,39.4,7.8,0.7,13.9,1.5,77.4,143,28,1,350,62,1586,103,Tablet,Australia
USR002428,107.5,14.0,0.2,35.8,8.2,39.1,996,35,90,474,87,2570,144,Mobile,India
USR002429,109.2,7.1,4.8,52.6,4.3,49.5,353,15,35,207,15,1044,45,Mobile,Brazil
USR002430,6.8,3.7,3.8,28.6,3.2,86.2,489,8,82,287,88,233,272,Mobile,Australia
USR002431,39.1,6.7,8.9,191.2,17.2,93.9,233,37,78,2,51,1520,276,Mobile,Japan
USR002432,70.1,2.1,1.2,40.7,15.5,79.1,39,20,69,113,9,2041,13,Mobile,Germany
USR002433,51.3,1.9,6.5,3.8,10.3,66.1,69,13,18,211,19,1740,12,Mobile,Brazil
USR002434,57.6,11.8,1.8,14.3,5.9,46.6,30,20,65,235,17,3305,287,Mobile,Brazil
USR002435,54.3,7.4,4.5,4.1,2.8,41.7,123,13,62,363,16,3415,167,Mobile,Germany
USR002436,27.2,4.3,4.8,167.5,2.8,51.1,138,28,8,260,17,1605,117,Tablet,Brazil
USR002437,75.8,0.5,4.3,96.1,5.2,66.6,56,49,57,378,43,1493,104,Mobile,India
USR002438,24.7,5.2,11.2,53.5,0.2,74.6,176,35,40,281,70,2031,284,Mobile,Japan
USR002439,20.0,1.0,4.2,10.8,6.5,70.2,432,8,17,35,89,1824,19,Desktop,Germany
USR002440,73.3,0.3,1.2,58.6,0.4,95.5,272,22,81,423,32,1508,305,Mobile,Germany
USR002441,9.6,3.9,1.4,19.1,1.0,75.4,60,40,62,48,54,2344,159,Mobile,India
USR002442,24.2,13.5,2.8,5.4,20.2,52.6,449,16,5,454,36,463,49,Desktop,India
USR002443,27.7,5.1,0.3,4.7,5.1,44.7,104,37,27,250,26,1888,350,Mobile,India
USR002444,61.4,4.1,0.9,18.2,13.8,87.7,35,43,28,348,0,864,56,Desktop,India
USR002445,15.0,1.8,10.0,5.8,0.3,38.1,384,15,61,281,31,753,126,Mobile,UK
USR002446,2.5,3.1,37.9,4.5,8.6,34.4,55,8,43,167,89,415,134,Mobile,USA
USR002447,33.6,0.3,3.6,15.8,7.1,26.1,268,47,98,497,84,2923,236,Desktop,Australia
USR002448,63.2,1.7,4.1,71.2,0.5,42.7,405,23,46,293,8,1920,111,Mobile,Japan
USR002449,60.1,2.1,0.6,9.3,2.2,44.8,167,34,22,373,43,2087,12,Mobile,USA
USR002450,50.8,7.6,9.6,63.0,9.0,57.8,179,14,68,355,54,1559,348,Mobile,UK
USR002451,245.7,5.3,4.8,15.0,4.0,39.1,265,40,25,286,28,1670,161,Mobile,USA
USR002452,52.9,3.2,6.4,28.0,1.3,23.2,291,41,95,169,64,1955,23,Mobile,UK
USR002453,103.4,6.2,2.2,96.2,7.5,69.8,185,19,58,404,94,3611,186,Mobile,Japan
USR002454,44.7,19.9,11.5,33.1,1.0,93.2,3,29,71,476,70,2061,37,Mobile,UK
USR002455,49.9,4.0,1.4,5.6,17.7,63.9,33,38,23,212,8,737,20,Mobile,Japan
USR002456,74.9,26.3,8.9,25.5,0.6,75.8,180,4,64,455,86,2327,201,Desktop,USA
USR002457,93.0,7.9,5.4,12.6,47.3,29.7,91,0,99,308,32,2833,197,Desktop,Japan
USR002458,66.8,2.3,3.3,17.3,19.1,54.0,68,0,81,170,11,336,306,Mobile,Germany
USR002459,19.8,1.1,1.0,73.0,3.2,38.9,313,20,75,190,76,2074,352,Tablet,Germany
USR002460,36.8,1.0,4.5,18.6,0.3,96.1,207,32,24,332,20,2449,247,Desktop,Brazil
USR002461,140.6,2.4,0.1,43.9,52.6,75.7,194,17,20,442,26,3003,163,Mobile,Japan
USR002462,39.7,4.0,19.9,92.0,2.2,27.7,319,31,25,280,92,951,154,Tablet,Australia
USR002463,48.8,0.5,6.2,49.8,14.8,99.4,132,24,60,380,33,3331,248,Mobile,Australia
USR002464,35.1,5.5,2.6,7.4,1.8,83.8,99,16,68,268,66,1944,14,Mobile,India
USR002465,142.5,0.8,4.7,8.8,2.1,24.0,15,40,72,139,20,239,195,Mobile,Japan
USR002466,5.5,0.2,7.3,64.5,2.4,49.0,564,19,77,473,6,3352,185,Mobile,Germany
USR002467,65.0,0.2,5.5,32.4,3.7,33.3,325,46,61,159,91,3649,319,Tablet,Brazil
USR002468,13.5,4.9,3.1,21.4,3.4,86.7,251,38,20,430,68,999,86,Mobile,Australia
USR002469,48.9,8.9,1.6,32.6,6.1,25.8,294,15,65,421,63,2958,140,Mobile,Australia
USR002470,136.5,5.2,2.7,143.6,13.7,72.4,409,15,52,423,86,3617,228,Mobile,India
USR002471,60.5,6.7,11.6,14.0,4.9,87.2,68,16,64,17,85,3157,72,Mobile,Australia
USR002472,91.2,0.4,5.5,17.8,14.8,43.2,180,49,48,497,86,967,300,Desktop,USA
USR002473,3.3,5.1,9.5,44.5,7.5,35.9,24,45,66,361,12,1414,136,Mobile,USA
USR002474,104.7,8.0,1.4,63.9,3.8,94.6,362,16,44,102,60,3414,122,Mobile,Japan
USR002475,11.1,9.4,8.9,73.6,5.7,53.6,7,49,53,135,54,2193,196,Tablet,UK
USR002476,69.8,1.8,4.7,44.1,14.7,54.9,22,26,76,358,36,891,70,Mobile,India
USR002477,105.4,2.7,2.9,4.5,1.0,64.5,472,31,24,10,93,373,184,Mobile,Australia
USR002478,142.6,1.4,11.9,18.6,0.2,36.8,47,36,32,360,44,2594,88,Mobile,Japan
USR002479,80.1,3.6,1.2,105.7,28.2,64.2,492,25,33,69,89,1210,108,Mobile,Germany
USR002480,52.6,0.5,13.6,2.4,8.0,89.1,21,49,66,138,56,1074,73,Desktop,Brazil
USR002481,44.5,27.6,10.2,23.0,3.1,82.6,458,27,85,444,63,2979,146,Desktop,Japan
USR002482,60.7,0.9,3.9,15.1,15.8,54.7,54,5,31,10,65,1352,48,Mobile,Japan
USR002483,67.1,0.2,0.6,17.7,1.8,87.8,194,38,59,61,6,3341,17,Desktop,India
USR002484,85.6,1.4,10.3,18.0,9.2,33.7,62,12,82,249,23,71,187,Desktop,Australia
USR002485,65.3,4.6,5.8,2.9,5.3,70.6,302,22,50,387,95,1003,59,Mobile,Australia
USR002486,76.3,15.1,5.5,16.9,45.0,49.8,187,12,11,384,98,160,362,Desktop,Germany
USR002487,55.0,3.1,12.5,11.9,1.3,62.7,221,30,26,462,76,119,120,Mobile,Germany
USR002488,27.9,1.6,9.0,21.5,1.5,76.9,186,39,76,168,50,3381,311,Mobile,USA
USR002489,15.7,2.3,5.4,66.5,1.5,76.2,145,27,83,182,50,3434,255,Mobile,Japan
USR002490,46.6,1.4,12.7,20.1,2.2,52.5,211,31,70,242,39,3202,89,Desktop,USA
USR002491,193.8,6.5,11.8,78.8,7.6,71.4,63,15,4,84,10,2466,157,Desktop,India
USR002492,135.5,7.0,1.6,100.5,0.9,72.3,514,37,14,244,71,2509,78,Desktop,Brazil
USR002493,26.1,10.9,1.8,15.7,13.8,99.3,95,20,32,419,94,2853,144,Mobile,USA
USR002494,113.3,26.5,1.4,53.2,22.9,98.2,374,20,81,272,42,2054,15,Desktop,Brazil
USR002495,11.1,1.6,2.0,77.4,2.9,75.0,38,38,14,364,2,3351,40,Mobile,Germany
USR002496,2.2,10.3,4.5,45.7,7.8,33.8,627,48,4,276,50,470,235,Mobile,USA
USR002497,1.9,0.2,5.3,33.4,16.2,93.7,175,46,53,422,70,2028,77,Mobile,India
USR002498,5.4,13.6,3.8,16.1,53.8,80.2,447,2,48,368,97,705,262,Mobile,Brazil
USR002499,40.5,3.3,9.4,173.7,2.0,88.9,585,30,22,160,22,3587,79,Desktop,Japan
USR002500,85.7,2.8,4.1,70.7,0.8,20.9,198,2,47,289,68,3242,285,Tablet,Germany
USR002501,191.0,0.2,5.1,12.1,15.9,85.9,15,29,66,202,9,1761,82,Mobile,UK
USR002502,4.0,1.3,5.4,14.9,30.0,42.1,10,31,84,423,54,1353,333,Desktop,Japan
USR002503,25.2,14.0,14.7,63.4,14.0,87.3,17,44,11,480,51,1326,261,Mobile,Germany
USR002504,66.0,2.0,0.7,38.6,14.9,87.0,334,30,71,325,92,3171,300,Mobile,Japan
USR002505,32.6,4.4,0.4,11.1,4.8,71.4,574,49,72,385,88,1565,137,Mobile,UK
USR002506,57.3,3.1,0.2,35.5,23.6,83.5,183,3,74,88,12,438,229,Mobile,USA
USR002507,35.6,8.6,7.0,36.2,15.5,65.9,465,34,6,5,82,1542,97,Mobile,UK
USR002508,124.7,2.9,10.9,37.6,6.9,55.8,359,23,66,260,73,2894,231,Mobile,UK
USR002509,12.3,4.0,0.2,3.8,14.7,67.8,145,27,16,251,36,1155,186,Mobile,India
USR002510,61.4,1.2,19.0,1.7,12.1,46.2,666,34,2,174,50,3129,282,Mobile,USA
USR002511,97.2,6.0,2.9,81.4,12.4,57.3,227,30,29,89,48,1779,270,Mobile,Japan
USR002512,18.9,2.4,1.8,15.1,2.4,42.3,68,19,2,119,82,2935,137,Mobile,UK
USR002513,54.0,1.1,9.3,74.5,8.8,62.1,96,26,7,360,87,121,217,Mobile,UK
USR002514,26.1,7.0,12.7,19.3,9.7,96.8,729,0,55,476,57,2666,300,Mobile,USA
USR002515,37.0,10.4,4.8,13.5,5.3,22.7,79,46,38,15,4,3060,147,Mobile,Brazil
USR002516,54.3,1.8,8.4,6.8,24.5,99.8,10,33,49,285,94,2130,238,Mobile,USA
USR002517,24.7,5.7,1.5,57.3,8.5,73.5,120,15,29,371,26,2363,249,Tablet,Japan
USR002518,63.2,2.6,5.6,73.0,74.1,80.9,75,45,66,493,19,2941,247,Mobile,UK
USR002519,25.4,4.1,8.0,6.9,13.2,65.8,15,34,7,433,38,2944,334,Mobile,Australia
USR002520,18.3,2.4,2.9,88.6,17.3,94.3,59,20,33,111,8,2741,221,Desktop,USA
USR002521,12.4,2.1,11.7,37.7,7.3,86.5,425,42,47,253,5,3613,187,Mobile,Australia
USR002522,164.5,2.4,1.5,46.2,14.6,88.1,237,37,87,296,0,3579,361,Mobile,USA
USR002523,57.7,1.4,1.2,50.6,0.9,74.4,0,35,97,440,25,2298,182,Mobile,Germany
USR002524,179.4,5.3,5.5,36.3,9.0,95.2,376,42,25,220,28,3104,71,Tablet,Japan
USR002525,36.9,10.0,10.7,5.2,7.3,92.5,340,44,99,340,49,3050,151,Desktop,UK
USR002526,34.9,1.0,4.2,5.5,8.1,68.2,22,17,94,359,20,1220,208,Mobile,Germany
USR002527,123.2,0.0,7.9,25.7,16.2,57.8,80,1,48,444,44,871,120,Mobile,Brazil
USR002528,92.3,13.1,1.6,6.6,9.1,87.6,15,38,38,461,18,503,206,Tablet,Germany
USR002529,50.1,0.9,0.2,15.3,5.5,24.8,361,39,77,21,40,2439,214,Mobile,UK
USR002530,94.2,2.0,10.5,31.7,4.3,88.5,20,25,8,287,41,1526,294,Mobile,Australia
USR002531,4.5,0.4,11.2,21.8,3.4,21.9,452,24,44,94,11,1723,314,Mobile,USA
USR002532,45.4,0.5,1.8,0.4,7.9,29.4,267,45,51,477,50,1534,178,Mobile,Germany
USR002533,92.6,3.2,17.4,12.0,14.9,54.7,242,9,46,271,31,650,164,Mobile,Germany
USR002534,3.5,3.1,20.2,40.2,1.3,24.8,1,49,52,131,27,1923,51,Desktop,UK
USR002535,179.7,20.1,23.3,24.0,16.5,89.5,17,16,28,318,39,3531,291,Mobile,India
USR002536,102.8,6.5,8.1,45.6,19.1,32.5,130,20,14,358,4,3636,120,Desktop,UK
USR002537,10.4,4.9,2.2,58.8,18.5,47.6,617,20,41,73,50,146,236,Mobile,Germany
USR002538,80.0,2.9,2.1,16.3,3.8,91.7,261,42,78,312,65,324,272,Tablet,Japan
USR002539,126.8,10.0,9.4,125.8,11.5,83.7,1127,33,45,234,13,1950,186,Mobile,Brazil
USR002540,215.3,3.0,8.1,5.8,5.4,80.3,1,30,22,45,98,3125,21,Mobile,Japan
USR002541,1.5,12.9,9.7,10.8,13.9,29.3,2,37,39,472,20,1355,52,Mobile,USA
USR002542,9.2,0.3,3.0,112.5,2.4,65.2,48,46,96,127,19,3565,200,Mobile,India
USR002543,21.5,8.7,11.3,26.6,11.5,95.0,91,35,36,16,27,849,28,Mobile,India
USR002544,4.8,1.1,10.4,70.7,1.5,27.3,355,29,36,107,42,1930,301,Mobile,Australia
USR002545,141.2,0.1,7.2,27.3,20.3,47.1,31,25,61,283,43,125,275,Mobile,Australia
USR002546,54.5,3.5,2.4,11.9,8.4,65.6,251,2,63,159,9,681,189,Tablet,Australia
USR002547,3.1,1.0,8.5,11.9,1.5,81.6,41,0,93,404,58,3098,230,Mobile,Germany
USR002548,9.6,12.0,9.9,155.7,19.2,91.9,34,22,1,178,14,169,363,Mobile,Japan
USR002549,126.6,0.3,23.2,24.9,7.2,48.0,64,28,10,32,65,1435,138,Tablet,Australia
USR002550,138.3,7.6,2.3,17.6,30.5,22.8,223,23,63,60,97,1931,104,Mobile,Japan
USR002551,135.2,3.4,5.4,3.0,43.4,61.8,1145,32,42,301,7,2230,252,Mobile,UK
USR002552,47.6,5.5,3.7,43.4,4.2,34.9,121,44,64,390,53,3394,319,Mobile,Japan
USR002553,70.2,0.1,2.2,35.5,28.0,47.2,54,28,14,103,43,1797,206,Mobile,Germany
USR002554,13.8,7.7,9.6,61.2,2.2,87.0,122,19,76,406,58,1043,124,Mobile,Germany
USR002555,66.7,6.7,0.9,22.4,7.6,52.7,2,24,81,359,7,2055,243,Tablet,UK
USR002556,1.8,3.8,2.0,13.1,42.0,40.4,28,25,23,276,20,1633,89,Mobile,Germany
USR002557,45.8,7.9,20.4,22.5,2.0,49.7,309,2,11,19,53,1371,114,Mobile,UK
USR002558,63.8,14.6,5.6,4.5,3.4,39.9,249,13,86,429,89,2253,280,Mobile,UK
USR002559,68.8,4.3,15.3,101.3,7.3,68.1,316,44,28,348,82,2343,11,Mobile,UK
