movie_id,budget_usd,marketing_spend_usd,runtime_minutes,num_screens,director_previous_hits,lead_actor_popularity_score,pre_release_imdb_score,release_month,sequel_flag,genre,language,age_rating,opening_weekend_screens,social_media_buzz_score,box_office_revenue_usd
MOV03814,98109465,32401991,99,4204,1,7.58,9.2,6,1,Animation,French,PG,3461,89.61,324087672
MOV03815,120714828,41080507,137,3883,1,5.62,8.5,11,1,Horror,Korean,PG-13,3706,84.7,377353424
MOV03816,180763383,68754413,142,2344,1,5.99,5.4,12,0,Comedy,Hindi,PG,1673,56.18,532442062
MOV03817,195521198,99508229,87,4424,5,6.28,8.4,7,1,Romance,French,PG,2610,45.86,670571902
MOV03818,102414814,45670915,106,4054,11,5.2,8.1,1,0,Horror,French,G,2422,33.16,349348496
MOV03819,193776699,83620754,101,3599,0,3.62,5.4,9,1,Sci-Fi,Spanish,PG,3098,9.62,610900412
MOV03820,134163302,48751287,125,3913,2,6.73,9.0,8,0,Thriller,Hindi,G,3392,97.07,412722850
MOV03821,113983490,16867034,108,925,0,1.48,5.8,5,0,Romance,Hindi,R,682,7.0,263046899
MOV03822,183600918,55264654,102,1382,3,2.54,6.6,5,0,Drama,Hindi,PG,1216,19.54,478097898
MOV03823,118379703,68501412,147,2337,12,9.33,7.4,9,0,Romance,Spanish,PG,1765,51.23,423822650
MOV03824,130290109,77884044,146,1285,0,5.4,5.1,2,1,Romance,French,PG-13,838,9.28,462540744
MOV03825,70441078,32772646,159,1034,8,8.4,7.4,6,1,Romance,Spanish,PG,589,70.81,247399944
MOV03826,134620762,28776195,104,3981,10,7.54,7.9,4,0,Comedy,Korean,G,3017,2.2,364095259
MOV03827,95604917,14431115,167,2134,11,3.89,4.6,4,0,Sci-Fi,English,PG-13,1959,85.17,239649979
MOV03828,39636252,12183477,83,784,10,8.23,6.1,8,0,Action,Korean,R,754,92.1,128533268
MOV03829,90152742,47626427,87,4391,12,1.82,7.4,3,1,Thriller,Korean,PG-13,2328,68.19,339825952
MOV03830,168233076,77544028,156,3169,5,8.87,9.1,11,0,Romance,French,G,3039,63.86,546701266
MOV03831,128692582,69744445,138,4286,13,7.13,8.9,8,1,Comedy,French,R,2524,59.55,478232551
MOV03832,166480768,67905533,112,1629,7,9.34,4.9,10,0,Romance,English,R,1306,8.21,502637545
MOV03833,67469096,11143478,96,1003,13,9.06,7.4,5,1,Action,French,R,720,34.54,194239277
MOV03834,137468125,21637205,105,545,1,4.42,4.5,2,1,Drama,Hindi,PG-13,463,63.54,326763860
MOV03835,179160052,22216052,173,4340,13,8.71,5.6,12,0,Drama,Korean,G,3319,21.9,447351337
MOV03836,145608012,55846494,116,1970,14,6.07,7.3,5,0,Romance,English,G,1368,1.45,431421355
MOV03837,177064020,39209608,136,1667,5,2.41,4.4,4,0,Animation,English,G,892,53.54,439428208
MOV03838,117514194,54901670,138,1036,3,8.47,8.9,9,1,Romance,French,PG-13,531,36.06,380280665
MOV03839,195622516,86685221,148,561,6,9.17,8.6,6,0,Romance,English,PG-13,347,23.97,592076536
MOV03840,177615186,46012167,83,2265,7,1.76,6.6,11,0,Comedy,English,G,1977,80.95,451064221
MOV03841,99000184,18651717,169,1605,13,9.37,6.7,3,0,Thriller,Hindi,PG-13,1298,70.54,260180149
MOV03842,42280792,6392863,118,2883,5,6.41,8.8,2,0,Horror,Korean,PG-13,2043,65.12,132543602
MOV03843,2472542,1158775,137,710,12,1.23,4.3,7,0,Animation,English,PG,545,96.95,17067485
MOV03844,59665296,19404377,114,2947,12,5.88,4.8,1,0,Horror,English,PG,2344,65.81,191239107
MOV03845,139690742,36566141,162,1208,0,8.17,5.7,5,1,Horror,English,G,646,73.26,388166660
MOV03846,14245462,7526255,115,2894,14,5.8,6.0,5,1,Horror,Spanish,R,1914,26.53,103739304
MOV03847,51894269,20591988,146,2527,7,7.37,9.4,4,0,Romance,Hindi,PG-13,2374,76.53,183759361
MOV03848,71638665,25718364,124,3769,10,8.92,4.8,3,1,Animation,Korean,R,3266,55.1,251575179
MOV03849,101350985,47806203,94,876,0,8.83,5.7,9,1,Animation,Spanish,G,475,57.05,343538191
MOV03850,39362595,19987993,155,1685,8,2.61,8.6,4,1,Sci-Fi,English,R,1075,14.85,163001477
MOV03851,40839283,18093296,166,3779,1,4.84,8.3,9,0,Comedy,French,PG-13,2271,73.78,156575597
MOV03852,52929747,16937686,144,3368,10,2.0,7.6,7,0,Romance,English,R,2327,66.97,164932855
MOV03853,113865137,32980968,116,3466,9,6.36,5.8,9,0,Horror,Hindi,R,3435,15.89,331929131
MOV03854,111263473,54055407,107,3998,5,9.59,4.6,2,0,Animation,English,PG,3152,18.77,393833214
MOV03855,114613211,41140822,166,2591,7,2.64,9.4,2,0,Drama,French,G,1500,86.47,340362039
MOV03856,44099123,19941316,137,3347,4,4.63,5.4,12,1,Animation,Spanish,G,2987,62.25,180172188
MOV03857,172670350,94139770,131,4062,13,9.59,8.6,12,1,Comedy,Hindi,PG,3221,16.08,620479775
MOV03858,4388445,2448512,139,3850,1,7.75,8.9,8,0,Horror,Spanish,G,3584,22.35,66139760
MOV03859,87629054,20930884,179,4487,4,1.64,6.4,12,0,Thriller,French,PG,3334,47.39,248544230
MOV03860,77776652,15084390,126,1286,0,4.86,8.7,9,1,Action,Korean,PG-13,1215,90.22,216127678
MOV03861,180493946,41629787,173,1232,7,9.89,5.5,2,0,Comedy,Spanish,PG-13,1143,50.97,460775254
MOV03862,109860886,52259272,162,1467,7,5.08,8.9,6,0,Horror,Spanish,PG,780,18.92,357418754
MOV03863,143400263,40873236,80,4368,13,6.66,7.5,6,1,Sci-Fi,English,PG-13,3984,84.94,429739467
MOV03864,92952593,17353750,81,3717,1,7.31,5.1,7,0,Action,Hindi,PG-13,2077,42.32,250596163
MOV03865,114583115,17094969,83,3640,5,6.98,8.3,5,1,Action,Hindi,PG,2019,69.8,297193097
MOV03866,145414622,38339524,175,3199,10,5.67,9.0,3,0,Drama,Korean,G,1855,14.31,396724116
MOV03867,148206093,24908734,135,1021,7,2.2,7.1,10,1,Romance,Korean,PG,980,76.77,360349378
MOV03868,31031137,5529339,154,2658,9,7.38,8.2,11,0,Thriller,Spanish,PG,1986,91.92,113967256
MOV03869,38917521,17199286,108,4120,12,9.4,8.4,3,0,Romance,Korean,PG-13,2721,82.48,163848142
MOV03870,49439031,5431670,109,4164,7,9.48,8.3,12,0,Horror,Hindi,R,2196,4.04,154360378
MOV03871,20575137,3266850,173,3155,11,6.34,6.5,6,1,Horror,Hindi,R,1761,59.15,97179397
MOV03872,147980478,77272852,94,1578,13,5.43,8.1,1,0,Thriller,Spanish,PG,938,58.2,481317921
MOV03873,93543848,48872642,132,4215,14,4.01,7.0,8,0,Animation,Spanish,G,2499,81.79,344600790
MOV03874,118882416,31458871,161,3794,13,1.93,6.3,7,0,Comedy,French,PG-13,2050,99.45,334002150
MOV03875,22847630,3289521,134,3443,6,8.95,4.9,7,0,Romance,Hindi,R,1860,93.26,106666572
MOV03876,173864952,78671311,128,4146,2,2.23,9.0,6,1,Thriller,Korean,R,2690,11.15,559453816
MOV03877,1578526,442091,109,1023,12,3.59,6.3,3,0,Drama,French,PG,791,76.31,28738862
MOV03878,7612208,934263,121,2693,13,7.66,5.3,12,0,Romance,English,G,2119,92.88,52572066
MOV03879,48799289,8730851,120,2811,14,7.34,5.3,9,0,Action,Korean,G,1810,41.35,159149366
MOV03880,142805404,24078048,161,4115,11,7.13,5.3,10,0,Sci-Fi,English,PG,2222,93.03,364431040
MOV03881,119277905,47062072,78,967,13,7.68,4.0,11,0,Romance,French,G,777,90.51,359368561
MOV03882,113397407,62261843,84,2084,10,5.88,6.4,6,0,Horror,Hindi,G,1725,64.38,392517159
MOV03883,134082837,66576957,149,3419,3,2.39,8.9,12,0,Action,Hindi,G,2903,90.84,444285284
MOV03884,84650853,31596609,114,3506,0,9.99,4.1,6,0,Horror,English,R,3379,74.24,282909322
MOV03885,90020624,28003398,129,1710,8,9.03,9.3,6,1,Romance,Hindi,PG-13,886,63.02,285847252
MOV03886,1814422,742712,147,3914,13,4.88,5.0,6,1,Horror,Spanish,R,2368,31.94,70497150
MOV03887,90191511,29033221,114,2486,9,5.77,8.0,6,1,Sci-Fi,French,PG-13,1953,56.28,288843225
MOV03888,116270449,25934072,150,3670,9,4.54,8.3,12,0,Animation,Korean,R,1853,68.36,315994734
MOV03889,127564103,56077017,155,3226,1,6.74,8.0,4,0,Sci-Fi,French,G,1694,52.58,412690291
MOV03890,17406440,9340678,170,3877,9,7.58,5.9,2,1,Sci-Fi,English,PG,2702,50.63,118137169
MOV03891,120703941,34573853,97,2248,6,3.08,7.9,1,1,Comedy,English,PG-13,1770,89.58,344276538
MOV03892,13663723,7115646,89,3770,7,4.9,6.6,8,0,Animation,Hindi,PG,3171,98.49,84502276
MOV03893,87824767,27712316,166,1257,13,6.76,4.8,5,1,Sci-Fi,English,R,784,71.95,268192767
MOV03894,17192668,5169284,176,1677,3,9.89,5.1,3,1,Romance,Korean,R,1358,34.95,96585245
MOV03895,170189002,19429147,79,1418,10,3.92,4.1,9,0,Sci-Fi,French,PG-13,970,89.72,382816084
MOV03896,62051512,27776704,114,1619,10,7.71,5.8,3,0,Romance,Korean,PG,1259,82.45,215298837
MOV03897,22173866,11170112,92,3122,14,4.12,8.0,5,0,Sci-Fi,French,G,2606,74.36,101061685
MOV03898,88588498,38250605,95,1205,9,1.83,9.3,2,1,Sci-Fi,Hindi,G,753,39.57,293187163
MOV03899,11670216,2050229,153,2458,0,7.93,4.7,6,1,Thriller,English,G,1669,60.67,74447393
MOV03900,130759130,19829194,77,1333,4,6.84,5.9,9,0,Drama,French,R,1035,39.3,313968298
MOV03901,4641771,1793716,120,3930,9,5.63,5.0,1,1,Romance,Spanish,R,2419,18.14,77663466
MOV03902,40982531,12325829,164,3361,9,7.08,8.2,11,0,Romance,Spanish,R,3260,77.91,157047404
MOV03903,168213667,52911422,153,898,5,8.91,9.1,3,0,Comedy,Spanish,G,773,70.27,463143642
MOV03904,139297169,81335634,127,2307,6,7.81,4.6,10,0,Horror,Spanish,PG-13,1878,30.9,492064866
MOV03905,73465294,33938125,94,1899,0,8.72,9.0,1,1,Comedy,Korean,R,1641,51.54,273364323
MOV03906,24552818,7510556,133,3149,12,3.61,5.5,5,0,Thriller,English,PG-13,1943,60.05,98435873
MOV03907,151079664,16550722,95,827,3,8.2,5.2,5,0,Comedy,French,PG-13,416,80.77,344374659
MOV03908,10937093,1280163,164,1795,11,4.24,4.3,4,0,Comedy,Spanish,G,1478,3.8,54056288
MOV03909,10955951,4846932,179,2120,4,1.19,4.4,5,1,Sci-Fi,Spanish,R,2082,87.33,74585759
MOV03910,115153419,59749583,161,3866,4,1.39,4.4,8,0,Animation,French,PG-13,3206,38.74,384758844
MOV03911,116060132,52674043,125,2942,6,7.57,6.5,8,0,Comedy,Hindi,G,1727,52.72,378291488
MOV03912,182641686,55330180,99,4043,3,3.45,7.6,6,1,Drama,Korean,PG,3757,47.05,518101231
MOV03913,10144220,1172345,142,3095,9,3.77,5.0,12,1,Horror,Korean,R,2443,79.11,67020415
MOV03914,55326176,32293934,84,1541,6,6.6,5.2,4,1,Comedy,English,G,1246,66.54,228563490
MOV03915,34122266,20240237,160,1418,7,7.67,5.0,11,1,Horror,Spanish,PG-13,1072,74.84,157065670
MOV03916,137359640,51466222,141,576,1,6.03,8.4,4,0,Action,English,R,499,97.13,385076101
MOV03917,71253175,9643082,157,1572,13,7.36,4.8,5,0,Animation,English,G,1539,78.09,177646222
MOV03918,19740105,7313437,169,4069,0,9.47,4.4,5,0,Action,English,PG,2796,73.78,104948993
MOV03919,61627118,33658835,83,1949,12,8.69,4.2,2,0,Comedy,English,R,1540,14.47,235064919
MOV03920,181187158,79721036,103,4442,9,3.17,4.2,12,1,Drama,French,PG,4118,35.88,578636252
MOV03921,19173652,8819776,111,2271,9,9.16,7.0,6,1,Action,French,PG-13,2133,59.84,109080470
MOV03922,110719444,15775850,145,2079,0,3.68,4.5,7,0,Animation,French,R,1895,30.29,274881710
MOV03923,3195690,489758,112,1517,12,6.95,5.2,3,0,Action,English,PG,1183,65.74,40514905
MOV03924,178749004,29256633,162,4192,0,8.87,8.6,10,0,Drama,Spanish,PG-13,4058,27.0,441407790
MOV03925,123610592,68256337,146,628,8,6.61,9.3,4,0,Sci-Fi,Korean,PG-13,367,32.46,417659831
MOV03926,123146327,44692858,172,1018,3,8.26,8.7,9,0,Comedy,Spanish,G,612,4.29,358595039
MOV03927,48406955,23999565,133,2851,8,9.35,9.3,4,1,Romance,English,G,1734,23.92,204426274
MOV03928,20759626,3272664,131,1635,6,9.7,7.7,10,0,Action,Hindi,PG-13,1146,51.65,77595495
MOV03929,58005840,32704931,164,3272,14,4.7,9.4,11,1,Drama,French,PG-13,2727,63.8,239201719
MOV03930,65598446,33492667,134,1411,6,9.93,6.7,7,1,Animation,Spanish,PG,1002,44.7,252542816
MOV03931,28841304,6125375,102,1315,12,3.45,8.4,2,1,Action,French,PG,1282,34.71,105531909
MOV03932,82467080,44292336,102,1473,1,5.16,9.3,5,1,Horror,Spanish,PG,913,56.93,293859965
MOV03933,185103444,42892425,120,2462,1,7.85,7.9,6,1,Thriller,Hindi,PG-13,2233,7.22,494817734
MOV03934,163807635,33198883,145,3366,11,9.73,9.3,2,0,Action,Spanish,G,2999,28.04,431229895
MOV03935,137682450,31959121,141,2910,4,1.48,5.4,1,0,Romance,French,PG,1936,39.22,350878558
MOV03936,41113874,22817276,160,1589,14,9.51,5.7,9,0,Thriller,Hindi,PG,1168,48.51,168558970
MOV03937,83245259,46433871,129,3602,9,9.99,6.2,7,1,Horror,French,PG,3172,80.93,335753484
MOV03938,182711760,48326874,112,3866,0,9.19,6.6,8,1,Romance,Korean,R,3584,75.59,517010535
MOV03939,83892079,37979378,92,2300,6,1.98,8.9,5,1,Sci-Fi,English,PG-13,1934,47.77,281318422
MOV03940,44465574,19470257,150,1308,14,8.57,8.9,5,0,Drama,Korean,PG,1257,49.73,158384381
MOV03941,2722907,1370388,169,1842,10,6.76,7.6,1,0,Sci-Fi,English,G,1492,70.53,38215854
MOV03942,166217634,41264317,137,1537,6,1.09,5.3,3,0,Horror,English,PG,1080,50.68,424875621
MOV03943,87756654,31159691,177,1069,10,9.86,5.3,7,0,Action,Korean,R,867,14.1,266361079
MOV03944,92838097,40276599,79,1469,7,2.35,7.5,10,0,Sci-Fi,Hindi,PG-13,1184,46.68,281782389
MOV03945,41476415,4692160,118,2379,6,4.57,6.8,9,1,Horror,English,G,1846,60.64,137267490
MOV03946,90252066,26025931,179,3813,7,1.27,5.4,8,1,Sci-Fi,Spanish,R,2490,59.01,272265883
MOV03947,13374888,5991203,103,2900,14,3.79,4.9,11,0,Thriller,Korean,G,2417,13.66,74652386
MOV03948,76452392,17300988,174,3819,14,6.11,8.0,12,0,Romance,Spanish,G,3438,97.07,223151915
MOV03949,179260177,103765121,88,1109,2,9.38,8.5,5,0,Horror,Hindi,G,1086,37.38,612176999
MOV03950,42574796,4899536,132,3015,2,9.91,5.4,3,0,Animation,Hindi,PG-13,2257,98.8,133011542
MOV03951,176223907,102041324,118,2483,7,4.81,6.3,9,0,Action,Korean,PG-13,2175,81.98,606809888
MOV03952,163555934,34082101,92,3471,8,4.85,7.9,4,1,Sci-Fi,Spanish,PG,3127,24.83,432216889
MOV03953,139099585,17305521,81,887,9,2.44,6.6,9,1,Thriller,French,G,742,91.91,332851491
MOV03954,106201167,26150658,161,2197,3,5.49,9.3,3,1,Animation,English,PG-13,1514,23.92,299996877
MOV03955,139957128,69018619,171,4471,7,9.46,4.7,7,0,Drama,French,G,3836,14.62,486045920
MOV03956,150386698,71617304,136,1258,0,2.49,8.7,1,1,Sci-Fi,French,G,1243,42.91,478815240
MOV03957,185667957,37954282,119,2361,1,3.4,5.7,10,1,Horror,Korean,R,1896,14.98,468077218
MOV03958,23148023,4592453,90,2989,12,9.02,7.8,11,1,Comedy,French,G,2597,5.74,117062479
MOV03959,98552341,41519111,138,3913,9,6.64,5.4,12,1,Action,French,G,2419,33.17,355524451
MOV03960,122292768,40239376,111,1015,9,3.97,9.3,5,1,Thriller,English,R,839,30.32,357166933
MOV03961,199601827,99031443,99,2341,9,8.31,4.3,9,0,Sci-Fi,Hindi,PG-13,1210,92.44,643644303
MOV03962,18278806,2048439,83,4344,8,1.98,6.8,11,0,Animation,English,PG-13,3976,42.92,85351375
MOV03963,195356396,79159570,129,3390,1,8.73,9.0,9,0,Animation,English,R,2069,99.08,585037714
MOV03964,155355436,72292478,102,544,14,5.66,6.6,6,1,Horror,Korean,PG,289,13.18,510801583
MOV03965,195568353,116694278,83,1942,1,7.81,8.6,11,0,Drama,Hindi,G,1143,53.61,677909185
MOV03966,85758408,37681459,86,1222,7,5.67,9.2,6,1,Action,Spanish,PG,898,72.25,283593085
MOV03967,50825495,10974371,92,1255,4,3.22,4.4,3,0,Romance,Spanish,PG-13,654,31.63,133546880
MOV03968,115416902,17784947,165,2750,4,6.77,6.7,12,0,Animation,French,G,1422,15.43,290747196
MOV03969,4110691,1728374,164,4286,10,2.39,7.8,9,1,Action,Korean,R,3236,61.85,61799048
MOV03970,14431835,5218429,130,2408,5,3.07,8.6,1,0,Drama,Hindi,PG,1888,58.63,72727419
MOV03971,160308101,88100946,164,3086,7,5.94,4.9,7,1,Drama,Korean,PG-13,2034,34.22,568628546
MOV03972,86180395,39927722,148,885,7,4.51,7.1,3,0,Thriller,Hindi,PG-13,449,26.68,278077369
MOV03973,87461588,31037600,132,2530,8,7.71,4.9,2,0,Horror,Hindi,PG,1846,85.3,272467517
MOV03974,111410215,33623016,155,3177,9,6.25,8.2,5,1,Sci-Fi,English,PG,3047,95.26,356504710
MOV03975,132658549,40087735,125,3515,10,4.43,5.6,5,1,Thriller,Hindi,PG,2608,70.28,391553801
MOV03976,51316725,10938269,106,3285,2,3.94,5.5,2,1,Action,Hindi,R,2387,50.58,167014137
MOV03977,72619648,7891067,162,859,8,9.22,8.2,12,1,Thriller,Spanish,PG,669,10.07,188096132
MOV03978,66347939,25706860,122,1991,13,1.36,8.6,8,0,Comedy,French,PG-13,1159,11.41,209364644
MOV03979,99102804,20435728,82,1482,10,7.22,5.9,2,0,Drama,Spanish,G,1336,46.62,257741602
MOV03980,161673019,33007722,104,2467,2,4.53,6.8,8,0,Drama,English,G,1274,90.17,404743917
MOV03981,185713450,30213835,100,704,0,4.4,7.8,6,1,Action,English,R,371,77.34,447381820
MOV03982,180815948,35222538,98,3818,11,6.87,8.1,10,1,Romance,Korean,PG,2016,69.58,483020382
MOV03983,47426160,5496434,101,3538,10,8.65,8.2,4,0,Drama,English,G,3171,26.66,147275995
MOV03984,138504821,60542635,153,1572,4,7.52,6.1,3,1,Drama,French,PG-13,1075,14.63,444634917
MOV03985,69126345,20786192,166,865,6,7.03,6.9,9,0,Thriller,Hindi,PG,710,89.65,197659009
MOV03986,189144180,72018972,149,2800,2,5.47,4.6,6,1,Animation,Spanish,PG,1511,19.54,573929943
MOV03987,76559979,32038728,113,2625,8,5.22,9.2,5,0,Sci-Fi,Korean,G,2313,24.1,247755870
MOV03988,161489262,94671833,140,1268,0,5.15,7.9,10,0,Horror,English,R,846,76.72,555885023
MOV03989,99699316,13372961,125,3179,5,2.31,6.1,3,1,Horror,English,PG-13,1932,78.14,262176920
MOV03990,3338377,1031421,147,1486,14,6.04,6.1,3,0,Animation,French,G,1274,68.95,30604310
MOV03991,64107629,14292729,124,916,11,3.84,4.5,6,0,Drama,Spanish,G,487,15.35,170337974
MOV03992,18583780,6287932,119,3606,11,6.56,6.5,10,0,Romance,Korean,R,2679,19.52,86022667
MOV03993,155913893,87348599,161,1961,5,5.81,7.7,4,0,Comedy,Spanish,PG,1356,83.74,528728000
MOV03994,107710807,49761545,107,2859,13,9.46,9.2,4,0,Romance,Spanish,R,2489,32.78,364239031
MOV03995,111661377,48123238,93,1666,12,4.91,7.6,11,1,Animation,Korean,R,1365,55.93,356451800
MOV03996,84011541,26936027,87,696,7,6.98,7.6,8,1,Drama,English,R,658,80.93,263019850
MOV03997,94986640,41372024,152,3544,14,6.34,8.3,2,1,Thriller,French,G,3059,28.77,346754526
MOV03998,49730509,5778072,170,2807,12,7.16,6.8,6,0,Comedy,French,PG-13,1986,18.4,145634915
MOV03999,166969033,65638755,96,1889,2,3.4,4.2,9,0,Comedy,French,G,1119,36.12,486028643
MOV04000,135955682,51240103,94,3143,11,3.32,8.9,3,0,Comedy,Korean,R,2278,52.77,409995490
MOV04001,126798510,34656596,171,1715,4,6.04,6.2,5,1,Comedy,Spanish,R,1000,44.56,356880109
MOV04002,77204645,15499377,79,4058,10,8.64,9.4,11,1,Thriller,French,R,2258,28.39,245184249
MOV04003,133876304,67443906,158,3081,9,7.48,6.2,7,1,Animation,French,PG,1615,40.56,475876782
MOV04004,134426955,17062955,152,2571,10,5.4,7.7,1,0,Action,Spanish,PG,1982,75.2,322405904
MOV04005,141151989,19032430,165,3490,14,3.3,6.5,8,0,Drama,English,PG,2733,56.17,342793331
MOV04006,72619443,23257166,164,1598,4,7.83,5.3,6,0,Romance,English,PG-13,1322,31.86,222627721
MOV04007,43622487,9870777,106,2401,7,9.34,9.1,4,1,Thriller,French,G,2265,51.23,160690629
MOV04008,161444956,76319261,104,2169,6,2.92,7.4,11,1,Action,Spanish,G,2074,76.76,523175692
MOV04009,115225322,48059910,165,3470,2,8.19,6.5,6,0,Comedy,English,G,2326,30.0,368469815
MOV04010,12368856,6014571,100,1917,14,2.55,4.8,2,0,Sci-Fi,Hindi,R,1568,19.39,66028646
MOV04011,112665891,29556711,156,3226,6,9.11,9.5,4,1,Horror,Hindi,G,2358,55.52,342201830
MOV04012,179914681,84606582,161,4029,9,6.78,8.9,8,0,Drama,Korean,R,3530,48.51,582284548
MOV04013,82743035,43949096,162,2657,7,2.63,6.3,4,1,Drama,Korean,PG-13,2280,59.35,308269255
MOV04014,98270617,26792230,78,2637,4,1.33,4.9,5,0,Animation,French,PG,1576,11.97,271866600
MOV04015,53866880,14541251,179,536,10,7.25,4.2,2,0,Action,Spanish,R,314,22.66,161014120
MOV04016,75813558,41695614,141,3369,4,6.45,4.8,3,1,Comedy,Korean,G,1876,7.16,296338255
MOV04017,104042203,12994364,117,1492,13,6.5,6.9,3,0,Comedy,Spanish,G,837,83.88,246901227
MOV04018,75099471,20659466,104,2086,13,5.34,8.5,2,0,Romance,Hindi,G,1299,40.29,222605269
MOV04019,99447022,15845515,90,1071,10,6.53,6.0,12,1,Action,Spanish,PG-13,722,89.44,263687258
MOV04020,139750416,16000066,145,3131,0,8.86,6.4,8,1,Thriller,French,G,2537,94.61,358960549
MOV04021,92465831,14464865,113,4211,12,9.57,6.6,11,0,Romance,English,R,3676,6.8,255225716
MOV04022,28995739,9151719,160,806,7,4.1,4.1,3,1,Animation,Korean,R,459,44.34,108946850
MOV04023,166415609,73801667,115,2609,12,5.39,5.0,11,1,Thriller,Spanish,PG,1633,44.32,539954606
MOV04024,192682507,47138082,105,804,5,3.46,6.8,1,0,Drama,French,PG-13,639,65.17,484039671
MOV04025,3363162,1765114,123,2726,5,4.7,5.5,2,0,Action,Spanish,R,2396,8.05,38523943
MOV04026,56213557,17921321,87,3087,14,8.16,6.9,8,1,Horror,French,R,2810,93.54,212652716
MOV04027,73789684,43101589,179,4323,4,4.82,4.6,1,1,Animation,French,G,2990,78.76,294652457
MOV04028,60635369,34991327,115,3479,4,4.52,8.4,1,0,Thriller,Korean,PG,2515,3.26,228885653
MOV04029,87578874,42619217,167,2267,13,8.65,8.3,11,1,Thriller,English,R,1901,19.62,328037603
MOV04030,33557230,19000195,102,4236,2,1.01,7.7,1,1,Drama,Spanish,PG-13,2707,82.65,155419191
MOV04031,67927749,30808497,138,1431,11,8.67,6.9,10,0,Comedy,Hindi,PG,774,23.09,238686635
MOV04032,76386847,41844072,93,3392,14,2.63,6.1,8,0,Thriller,Korean,G,2447,37.41,282644775
MOV04033,85178655,18589122,161,1967,2,3.47,7.8,6,1,Romance,Korean,R,1952,65.52,243830677
MOV04034,187009076,50999263,146,2042,1,4.25,8.3,7,0,Romance,Korean,R,1402,7.89,487185842
MOV04035,126858456,60443618,99,4148,8,8.93,8.4,4,1,Sci-Fi,Spanish,PG,2692,67.8,447408716
MOV04036,100393568,31350965,112,2492,7,9.18,5.9,12,1,Romance,Korean,G,2270,27.76,318440427
MOV04037,78139897,40528329,176,4206,10,6.95,5.1,8,0,Romance,Korean,R,4033,17.98,301033696
MOV04038,154602566,83302867,173,3607,2,4.95,5.9,2,0,Sci-Fi,Korean,G,3211,10.79,531981136
MOV04039,153881907,38449663,164,3297,4,5.65,4.0,9,1,Drama,Korean,PG-13,2511,16.46,424470754
MOV04040,73412984,37567288,77,4049,14,6.22,6.3,4,0,Drama,English,R,3822,55.66,287962212
MOV04041,36002379,6377178,76,3644,9,9.59,5.5,1,1,Comedy,Spanish,G,2896,93.82,142947737
MOV04042,6813775,1819948,79,3601,14,9.72,8.3,2,0,Sci-Fi,French,R,2332,68.46,70898285
MOV04043,25019663,8981620,135,3286,4,8.63,7.7,8,0,Action,Hindi,PG-13,3182,45.61,118578378
MOV04044,164240308,35019627,94,3874,7,6.25,4.1,9,1,Action,French,G,3209,96.95,447212862
MOV04045,93164579,36300079,150,3918,5,4.52,4.8,5,1,Thriller,Korean,G,2220,24.77,324133901
MOV04046,158601414,61751070,112,1296,6,3.07,7.0,4,0,Animation,Spanish,PG,865,82.79,458889794
MOV04047,19275555,3921639,154,2034,4,5.81,7.4,10,0,Action,Hindi,PG-13,1687,17.03,78817813
MOV04048,149437614,74393133,175,4088,11,4.11,8.2,7,0,Action,French,PG-13,3755,23.17,496119919
MOV04049,102339592,42555078,176,3636,0,1.65,9.3,2,1,Romance,Spanish,PG,3615,48.81,333389750
MOV04050,102192010,26455493,110,1246,7,5.29,7.9,7,0,Sci-Fi,Korean,PG,749,11.15,271518935
MOV04051,75144519,16238158,120,3174,3,6.14,7.0,12,1,Sci-Fi,Korean,G,2865,29.76,224411706
MOV04052,143586080,77446751,167,952,4,6.5,6.3,9,1,Comedy,Korean,PG,532,67.36,484299181
MOV04053,188460566,97598284,173,1330,0,1.66,8.1,2,0,Drama,Hindi,PG,1118,46.83,596221173
MOV04054,131464472,28249130,111,1257,2,5.35,9.1,12,0,Sci-Fi,Hindi,PG,695,56.8,329655622
MOV04055,177713207,20935080,128,1360,14,6.9,6.3,8,1,Sci-Fi,Korean,G,1060,6.09,419255016
MOV04056,89028615,44716072,95,2475,1,9.65,7.2,6,1,Drama,Hindi,PG-13,1884,25.81,330317921
MOV04057,85159532,34724163,95,2052,11,1.23,5.1,6,0,Horror,French,G,1943,76.89,263702281
MOV04058,99806997,15015065,166,2418,1,7.09,8.7,4,1,Romance,English,R,1858,57.79,259107876
MOV04059,118371962,46600567,144,1318,12,1.56,7.9,9,0,Animation,Spanish,G,1131,1.1,347257726
MOV04060,106034343,34576881,158,1892,0,2.43,6.0,8,0,Action,English,R,1763,60.57,300551052
MOV04061,14721794,7173564,134,3608,5,2.56,8.8,7,0,Romance,English,R,2058,14.18,81984081
MOV04062,98218460,20089841,110,2379,14,3.96,9.3,12,1,Sci-Fi,Spanish,PG,1329,14.08,269319559
MOV04063,175957032,57463761,151,4455,14,8.48,5.6,5,1,Sci-Fi,French,G,2496,92.99,529435095
MOV04064,176199457,31385009,178,880,7,8.71,5.0,5,1,Romance,Hindi,PG,582,96.86,436336588
MOV04065,155193100,89820119,85,1742,2,4.37,8.6,2,1,Action,English,G,1210,53.2,546205612
MOV04066,156949526,76806244,162,1148,0,4.88,7.2,5,0,Sci-Fi,English,PG,596,59.56,491587081
